,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DIMETHYL FUMARATE 1 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,EGTA 1 mM,ETHANOL 12,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 120 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,TRITON 3,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANCOMYCIN 100 ugmL,VANCOMYCIN 60 ugmL,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6,M9 A KETOGLUTARATE 1,M9 ACETATE 1,M9 ALANINE 1,M9 FRUCTOSE 1,M9 GLYCEROL 1,M9 MALATE 1,M9 MALTOSE 1,M9 MANNITOL 1,M9 PROLINE 1,M9 PYRUVATE 1,M9 SUCCINATE 1,M9 SUCROSE 1,M9 TREHALOSE 1
VC2161 - pctA - methyl-accepting chemotaxis protein,0.590426447,-0.798303775,1.531394717,-0.070934668,1.336242453,2.912952455,0.836730983,-0.102842624,-0.283603395,-0.370183536,1.32338676,1.552199585,1.021508097,-0.246192793,2.48149679,-0.102244549,0.332534984,1.042827849,1.049281054,2.286484172,-0.520324863,-0.273809549,0.522728573,-0.386120142,0.299463938,-0.06091122,-2.284378513,0.148726764,-0.968684756,-2.674368635,-0.240470605,-0.351758816,-1.550871114,-6.371761479,1.38901336,0.710722604,-0.807923514,1.386432128,0.147384552,-2.140188847,1.568814551,-0.202289288,-0.445603855,0.225678178,0.469575869,0.202264201,0.383134991,1.225752265,-1.963212953,-0.939828092,0.914646765,-0.113980875,1.170860806,1.37874505,1.225160368,-0.228883196,0.091299857,-1.182784984,0.746245703,0.385387163,0.318228666,-1.117823125,0.160009372,0.633989291,-1.327301408,-2.119225386,-0.022446535,-0.149579813,1.08808327,1.585996089,0.787379402,1.743615572,-1.881386564,-0.202193415,-1.718473649,-0.248991629,0.234159967,-1.226509929,-0.961548112,0.55833478,-0.150489033,-0.32126231,0.283094453,-1.846206099,-0.266842675,-0.77015623,0.944867505,0.187606903,-0.987236545,-5.072793873,-2.687087439,-1.265873723,-1.647435029,-0.470655837,-1.949191876,,1.126228581,-0.03358069,-5.076077755,0,0.888224926,-2.379897988,0.173035933,1.993771725,1.496136939,-1.36932437
"VC2162 - perM - permease PerM, putative",1.317321849,1.022602642,0.280117266,1.151175179,0.052253827,-0.211529182,-0.204223312,0.182657965,0.155139975,-0.542476739,0.724230547,-0.386844582,0.0501579,-1.077776339,-0.255445983,-0.736988731,-0.705979661,-0.31332373,-0.744592194,-0.92194872,-0.490687055,0.927652296,0.056275899,0.27281953,0.515058719,-0.416598273,0.213017694,-0.227835076,-0.952551886,-0.830402623,-0.790255821,-0.019760466,0.507404764,0.224629899,-1.124935829,0.864310185,-0.187002821,1.283858056,0.966438083,-1.056660514,-0.338760901,-0.520325228,0.333244995,0.04417447,-0.207966612,-0.298521348,-0.128487497,-0.383233691,0.964713082,-1.439784925,0.100197822,1.366363762,-0.829488876,-0.142676623,-0.456496319,1.602371515,0.45109057,-0.383577175,0.555062519,0.122717086,0.165578704,0.808305016,0.189740083,0.007512368,0.967374913,-0.175854298,-1.877890967,-1.321250512,-0.34834583,0.006412318,-0.282017747,-0.493289771,-0.482169787,-0.415769394,1.397245062,0.398323682,0.03457666,0.517943408,2.472824923,-0.089470056,0.159573281,-2.132146023,0.825161593,0.380970845,0.406068674,0.782961555,1.081432577,-0.530709455,0.356172639,,0.608349982,-1.165667107,-0.449448646,0.581139109,0.024760706,0.220207983,0.737578203,-0.560285142,,0.546105843,-0.987997905,-1.071145753,-0.607439249,-0.395567603,1.080395449,0.922597509
VC2163 - ukn - conserved hypothetical protein,0.891352369,1.94008019,0.893896345,1.016836434,-0.853587902,-3.940116847,0.847117222,0.117896864,-0.37037003,-0.467844932,1.549065304,-0.072963667,-0.086643114,1.206304279,-0.354488278,0.16997455,-0.289561525,0.344545251,-0.79158976,2.303756238,0.97222235,-0.002697122,1.272990697,0.813632767,-0.725679786,-0.784727783,-1.597919473,-2.561384464,-2.125650634,-1.807731672,-0.160475499,1.124967049,-0.181049759,-0.05367825,-2.741368003,-1.816629201,-1.165257015,1.360094183,1.494466885,-4.413866604,1.025607741,1.420127815,0.618612096,3.216487501,1.20582076,1.343064298,-3.744754118,-0.485907391,-0.277014694,0.615930763,0.255871212,1.25574217,0.685995874,1.948798715,0.730278388,-0.100909965,-0.390477119,-1.114076475,-0.09627072,1.884711131,1.414903632,-0.480391265,0.892538067,-2.103559751,-4.489327024,-4.398200518,-0.784431698,-0.158654182,2.276022744,0.382383929,0.322090249,-3.739668934,-2.575272584,-0.243353244,0.356461918,1.137954651,0.856235804,0.855763053,-1.926831714,-2.253351521,-0.571853767,0.641713422,1.82316214,-3.723939235,2.291186249,1.980177061,0.763893437,-5.428338023,-3.478115172,-3.741053614,-1.585210032,0.259362913,-0.442037358,-1.343640371,0.226493167,,1.153757981,-1.853639542,-6.871812226,-1.56282317,3.059803826,3.044758481,0.90786451,-2.512259505,2.58712628,-2.944582615
VC2164 - bepA - conserved hypothetical protein,0.681085152,-1.66021398,-0.422116201,-1.026084921,2.400434615,-0.464054721,0.498070742,0.709209738,0.720683537,1.567097923,-0.977766062,-0.12468129,0.752218857,0.107717239,-0.081301847,0.934560906,0.804076184,0.624834785,-0.556958125,0.25503863,-1.301070011,-0.251647799,0.211212412,1.334351498,0.315593481,-1.640885951,-0.256084015,1.734764721,0.319618363,1.576713783,1.192740775,1.319414114,-0.107839973,0.69619293,0.956384163,-0.482773633,0.419336603,-0.835484653,0.334684358,1.12697859,-0.731376249,-0.535206416,0.45344561,-0.538747245,0.81191046,-1.038734985,0.975059062,-0.804953485,-1.029992432,-0.802545337,0.12472114,-1.362638225,-1.074245907,-2.015308743,-0.610674141,-0.842122124,0.647745399,1.114490017,-1.455915022,0.706606787,-1.443736151,-0.213271243,0.173337038,2.181675262,0.175988208,0.256780291,0.509989223,-0.039327639,0.240660369,-1.18507543,-1.644530681,-0.689443254,0.630525335,0.389245825,-0.674122646,-1.142628237,0.265186924,0.904250252,-0.582793883,2.447366356,-0.604588071,0.118844488,-0.451132383,-0.22422697,-0.027644412,-0.92288289,0.887870177,-0.359263477,-0.008342255,0.320346019,0.688134701,1.389805871,0.298020291,0.040171618,0.090745652,,-0.142841045,-0.278698402,-0.274312051,0.057064324,0.864823789,-0.442056261,-1.486441853,-0.016625947,-0.950779571,0.317775265
VC2166 - wrbA - Trp repressor-binding protein,-0.262464622,-1.529495941,-5.472875784,-5.052937942,-7.827781575,-2.765776699,-1.851154744,-0.349925866,1.184519264,-1.158567252,0.487522688,0.81256486,3.449139886,1.761354433,1.616705681,2.304595095,1.405337392,1.901891682,1.152213324,1.254870566,0.73892688,3.220318974,2.564447816,3.485977374,3.403028881,-0.927314697,0.462087166,1.814808478,-2.012916125,-2.639498784,1.891885513,1.460387659,-9.123380796,2.547059175,0.880525089,-0.971704841,-0.782570949,1.3414827,2.081765574,-2.266214722,0.62788686,1.803353682,2.874148287,-1.00586534,-4.128259296,-1.589455427,-18.00449702,0.24466087,-1.345244389,-1.648157061,-1.638840838,0.754020962,-2.074319317,-3.399569766,-4.651976798,0.213756406,1.288927709,-2.306992685,-0.585059836,5.192705052,-1.375048526,-16.89685425,-1.929016948,0.883145975,0.146555776,-0.727273399,0.958291432,-8.581459181,-1.175049706,-2.317827707,-1.374768412,-19.15473357,-18.36676877,-1.625669777,-1.927231732,-6.502744144,-13.11448654,-1.627815207,-0.555283962,0.189616311,1.140916722,2.783129456,-11.06714096,-14.83402316,0.739838146,0.49551732,1.798932875,-1.863288655,2.707202743,,0.485774349,0.68340804,1.176102103,-2.146826666,0.693509056,-4.569439862,0.868892512,-0.011832709,,0.385463651,0.236138246,-3.869027009,-0.336661315,0.490295288,0.356067145,1.902964669
VC2167 - ukn - hypothetical protein,-1.830990046,-0.63369897,-0.418961451,1.463227991,-0.247168605,-0.362179255,-1.146687337,-0.960857287,0.309729242,1.095525055,1.075241986,0.76705099,-1.926621285,-1.297533053,1.351050204,1.393045359,1.491103802,1.487033885,2.820973536,0.344992345,1.457701967,0.465707128,0.227547486,-0.180417572,0.283112133,-0.970457653,0.043127808,1.475619373,-0.859466682,0.379862942,0.24107375,1.147838212,0.116942964,0.545832321,0.374848449,-0.925425902,1.556043735,-0.927147846,-0.332964628,-1.620207002,1.560212744,0.492907379,0.799297401,-0.490292615,-1.351591674,0.396614341,1.110185666,0.230610347,-1.654957977,1.451118103,-1.583188228,1.194036124,-0.199016213,0.747845375,0.414901664,-0.504167029,2.547010335,0.558033979,0.702251372,-0.836300591,-2.219426854,-2.246814596,1.457692891,1.399748692,-0.722241665,-1.2307121,0.667055051,0.251891905,-2.786977373,-0.791922363,-0.982713937,0.100761622,-1.310509738,-0.366011303,-0.70551457,-1.112597375,-1.030242609,-1.917386582,-0.638846376,1.201283373,-2.996013443,0.969950598,-1.634319908,-0.666992126,0.711777137,-0.076787991,-0.869297944,0.658616069,-0.116577295,-4.469633169,1.788835335,1.406949984,1.00948755,-1.000174599,0.258767634,,2.491625318,0.690315418,-0.964938433,0.356300813,1.795467003,-1.342730323,-0.458348149,1.495375928,-0.379659581,-0.823604709
VC2168 - ukn - hypothetical protein,1.480633325,-0.68556051,-1.415202563,0.672537277,-0.601558396,0.866047665,-0.141300162,-1.131955381,0.229333921,1.177652879,-0.548052178,-0.56038181,-0.781817283,0.324703302,-1.059460504,-1.009435536,-0.329411242,-0.030219817,0.946851187,-0.965314129,-1.747351841,1.460559583,-0.293981391,-0.703692231,-1.115625105,1.692635178,0.780168735,1.771721259,0.506598683,1.43184487,-0.768622837,0.270541398,0.7538573,-0.120362337,0.649529028,2.213931148,1.884493794,1.076834153,0.181394804,-0.65019634,0.129940475,-1.159810203,-0.066892035,-2.200139166,-0.167589037,0.648641576,1.332432769,-0.252154041,1.524225456,-0.344033986,-1.099782946,-1.327584703,-0.363424962,0.062591744,1.233758338,1.273113496,-0.010563085,1.464096451,0.00195228,-0.601307264,-2.433392881,1.084914857,1.502991331,1.843709274,-1.395817786,-0.052325552,-0.647537221,-1.229482697,-0.386870272,1.082106663,0.978612063,0.119137565,-0.369059723,-2.363063693,0.407919283,-1.143409662,-0.126870742,0.356051558,1.149049526,-0.21405337,1.423589888,-2.215054657,0.169805388,0.20228402,0.315671705,-0.816673843,1.03757784,0.63405024,-0.539446763,1.216610699,-1.443683558,0.354205692,0.013175214,0.874423458,0.445411449,,-1.712695057,-0.270100443,0.276108753,-1.934999324,-1.773519346,2.997180651,1.273301197,-1.198187257,-2.987302093,0.972903001
VC2171 - uraA - uracil permease,-0.073202038,0.467913453,1.36734304,1.440486797,0.97418808,-0.544426937,-0.842632002,-0.438658852,1.633384621,1.491333986,0.425072784,-1.827726631,0.076502001,1.041622386,-0.586499475,-1.328061036,-1.2167888,-1.845044239,-1.564262778,0.042035737,-1.513303703,0.218698774,-1.513888699,1.341644555,-1.133958533,-0.111930711,-1.31944237,-1.200048993,-0.678291784,-0.042947084,-1.29542579,-0.965122177,-0.78969655,0.292503688,-0.503486909,0.749963087,-1.316357804,0.860128171,1.012343538,0.987665838,-0.401433725,-0.814747047,-0.230344615,-0.48092349,0.944953842,0.580112634,-1.500710951,-1.253963204,0.472820504,-0.151300594,1.420871145,-1.009138487,1.76450105,3.436943018,1.577319291,-0.365771657,-0.686119499,-0.125369622,0.37124182,2.125569249,0.956913182,-0.683435062,-0.613567805,0.403926308,-0.183072708,0.009673477,-1.037177836,0.019806497,0.74502065,0.665524649,-0.50116777,-0.830223084,0.271067897,-1.798324589,1.810302646,1.223901489,1.112270715,0.458519546,-1.58967528,-0.498717002,0.010960834,-0.380188628,0.590426861,-0.405992096,1.638047297,-0.012045619,0.705790896,0.64798408,-0.355144031,-0.118708727,-0.238426328,-1.107192691,0.90534827,0.399176961,-0.743990232,,-0.73467879,-0.466295094,0.206802643,-0.582232062,-0.433289295,0.708179427,0.284916075,0.083539538,0.352231732,-0.49921137
VC2172 - ybaK - conserved hypothetical protein,-2.109252527,-0.334788339,-0.513503462,-0.008534793,-1.209363629,-0.156469549,0.141828644,1.348991518,0.076294583,0.297261039,0.564346852,-0.908124321,0.0964406,1.261889744,0.47673421,-0.552156821,-0.222079752,-1.02086812,-1.820394929,-1.239107255,0.233322393,-0.403174739,-0.696374704,-0.15401707,-0.376963944,0.153771449,0.803997555,-0.612374654,-0.279629135,-0.057956796,-0.668836713,-0.575217801,-0.600882213,-0.765159298,0.406472446,0.784259106,-1.434834269,0.832288002,-0.743649763,-0.066011719,0.730977395,0.141588257,-0.550441143,0.529892222,1.426599589,-0.089593554,0.008153689,-0.467312302,0.727860259,0.154731951,-0.09702575,0.457106903,-1.188994615,1.333023698,-0.42697362,0.109057013,0.288906663,0.588736013,-0.253540392,-1.219692046,0.708584611,0.948879403,-0.1075633,0.595216886,-0.772943353,-0.419214512,-0.017950975,-0.608662032,0.244636471,0.151343541,0.195940037,0.735377851,0.376046363,-0.299574284,0.614129682,-0.344198961,0.02655547,1.289654482,0.424223656,0.197168662,0.031368558,0.434543342,-0.117162316,0.162168399,-2.016458738,0.042735822,-0.42486142,0.620849788,1.026780001,,-1.515202565,-0.804160702,0.619883479,-0.124827064,2.203046475,0.211734136,-0.302684238,-0.222531126,,0.789880537,0.538041654,-0.800645405,-0.919991846,0.138423893,2.242600235,-1.130224227
VC2174 - ushA - UDP-sugar hydrolase,1.036221138,0.010349982,0.003728865,0.146829571,0.557906614,1.438745473,-0.639038649,0.302777409,0.022389855,-0.502365281,1.072608551,-0.470808167,0.074522303,0.429370532,-1.18749101,0.813912814,-0.339498828,-0.548947411,-0.083027952,1.3978826,0.277368985,0.031681599,2.377534509,1.371076844,0.090688674,-1.482261391,-0.069048196,-0.117833591,-0.543218274,-0.887450194,0.694798582,-0.248516594,-0.670326711,-0.397357656,-0.376495761,-0.947886923,-1.321840949,-0.737932896,0.352835398,0.308749796,-0.270263974,-0.310168049,-0.576221051,-0.904756748,0.665608689,-0.1159568,-0.159502941,0.472973126,-0.781321736,0.252366733,2.102217228,-0.869148189,-0.049546707,-0.344562538,-1.518910679,-1.132963715,-0.30364936,2.387368102,0.387118315,0.634934458,1.01956598,0.477808097,-0.151529513,0.218786813,0.060298794,0.664621467,0.954357159,0.744910895,1.034483754,-0.807138397,-0.764162901,-0.003465837,-0.237331065,1.067073055,0.615850927,0.235516376,-0.905833481,-1.09570689,-0.460337352,1.735642556,0.139520958,0.336210917,0.167720857,-1.725623409,0.632680014,-0.230546048,-0.47285067,-1.439256815,1.453681009,,-0.175612256,-0.236234786,1.888536936,0,,,,0,,9.089425678,0,0,0,0,0,0
VC2176 - vclB - conserved hypothetical protein,0.147301478,1.512504142,-1.462454339,0.936404365,-2.806565235,0.822723287,0.009433235,0.612761276,-0.553223006,-0.70784157,-0.701928644,-0.25503671,-2.09917007,0.864090212,0.974653173,-1.251253337,-1.8434741,-0.325217483,-1.694196956,0.478941344,0.516859977,-1.059053605,-0.839280271,-0.516920536,-1.178876088,1.740964168,-0.386064275,-0.173536795,0.404221985,0.567071834,-1.051527925,-1.418640747,-0.632002499,0.269658452,-1.418828027,0.443396018,-0.558667727,0.982011753,0.18445185,0.235631791,0.739646092,0.664600184,-0.257807634,0.551424439,0.538708307,1.43673343,0.643525587,-0.519298598,0.444704748,-0.745404101,-0.38901279,-0.629842839,-1.727372095,1.907379513,-0.072417412,0.09615795,0.093068317,-1.664505391,1.774224348,0.246271125,1.196474507,-0.009108117,-1.567990942,-0.090017235,-0.05551682,0.773152287,-0.419951798,-0.613571102,-0.012347239,-0.074855329,0.448794402,-0.313458517,-0.069602813,-1.636171904,-0.768590583,-0.742891006,1.086209213,0.574753919,-0.745532229,-0.532339282,-0.400802515,0.27827637,0.566665616,-0.134401004,-1.018284985,-0.511612173,-1.782380119,2.390172113,-0.896210121,1.369970924,0.581761368,-1.860900502,-0.072298438,0.144759897,0.074568381,,-0.836941719,-0.115686841,1.240902528,0,-1.207430573,0.559859463,0.990509658,-1.311372154,-0.063547972,0.995229375
VC2178 - hemK - hemK protein,0.268149045,-1.29500338,-0.085057445,-1.047341446,1.736388115,-0.634358081,-0.262578617,-1.335277787,0.83095894,0.783076626,1.167847285,-0.74438709,0.707660892,0.301359491,-0.605868901,1.000904938,1.816968587,-0.16962465,-0.421901063,1.049548717,-1.181443188,0.727611915,0.499888799,0.865184772,2.04396762,0.104541436,-0.221509074,-0.183473168,-1.045400679,0.843047739,0.686469739,0.601112456,0.477641131,0.877266761,0.026477837,-0.689241796,-0.784663752,-1.134610901,1.476807001,0.586063465,-1.4676769,-0.629725031,-0.000964032,0.515263788,-0.245155167,-1.117086944,0.502567592,-0.571962419,0.074348478,-0.730298847,0.144702033,0.498064555,-0.25616125,-2.073913936,-0.494416345,-0.211767842,-0.867125783,0.72844839,-1.209800905,0.22115109,0.494451883,-0.218889464,-0.216825489,-0.037786528,1.134578266,0.067016147,0.477727446,1.111698641,0.896627736,0.938542484,-0.694394182,-0.867568457,-0.173425868,-0.474875667,-0.304780775,-0.009986465,0.810850228,0.185131163,0.206059255,0.201379532,1.131215276,-0.413253069,-0.519557243,0.070366386,0.711403375,0.369317535,1.141714232,-2.19125414,0.351128799,0.627142283,-0.160465847,0.527915547,-0.458500111,1.479970525,0.671167772,,-0.631622155,-0.018709712,1.506945729,0.724170141,0.119989299,-0.649101206,0.346450888,1.387141819,-1.026294007,-0.270482423
VC2180 - hemA - glutamyl-tRNA reductase,0.49698511,-1.191502331,0.007787363,-1.114460638,0.259158431,-0.705254095,-0.217452252,0.201311596,-1.516398788,-0.259285087,0.741650507,1.138598462,-2.01653374,-0.946310608,0.319528801,0.298628952,1.52315379,1.157807537,0.84808403,0.365439833,-0.775961289,0.212516531,-0.040637209,-0.303251282,-0.090430667,0.305188051,0.286741419,1.04747062,-0.251623546,0.572655062,1.636036991,1.868874992,-0.185992375,1.114730058,1.271677423,-0.28903047,1.686799831,-0.854494969,-0.594585901,-1.518767643,0.313862256,-0.141586429,0.54486837,0.267015093,-1.323610378,0.406586609,1.246823587,-0.017233677,-0.650080461,2.079565371,-1.060893441,0.780096791,-0.287946941,-1.030716344,-0.449894064,0.583898549,1.998356697,0.96858738,-0.236331368,-0.692399242,-0.975930476,-0.184570629,0.622266457,1.446085347,-0.378132445,0.198377007,0.621588334,0.226882884,-2.091120726,-0.302813384,-1.575572454,1.36202246,-1.343766505,0.871159074,-0.751779146,-0.679525688,-0.377713415,-0.694378399,0.463197338,2.217343854,-0.441240985,0.237454973,-0.783611453,0.890159658,0.012247994,0.314399564,0.462238095,-0.600605375,0.682465183,0.857519411,-0.212254288,-0.438613898,1.175598614,-1.298308209,3.016628715,,0.271473435,2.30174691,-0.196255297,-0.533321605,0.75772118,0.391046424,1.791014446,-0.816568692,0.691723968,-3.318538452
VC2183 - prsA - ribose-phosphate pyrophosphokinase,-0.395870291,-0.361465685,-0.198010638,-0.924457633,0.224631744,-0.408729401,0.878988803,0.354010743,-0.562788515,1.231618898,-0.862760007,0.838934167,-0.394484564,0.752837527,-0.631931571,0.456146288,0.541708416,0.43706156,-0.59794477,1.809615089,0.984836426,0.883106538,0.85557476,-0.253814769,0.645943188,0.738588679,-0.092290047,-0.321355444,1.805263831,-0.745719485,1.77597547,1.116057297,0.408539304,-0.221092304,-0.294166384,0.169717986,-0.382521954,0.287016095,-0.956716868,-0.756721025,-0.861841612,-0.443095411,-0.009807246,-0.725631231,0.613245826,-0.922307177,-0.077261015,0.762598896,1.461518922,0.680837722,0.114308806,-0.260125773,0.232229827,0.657370453,0.339867571,-1.833172677,1.419710471,0.97620338,0.150767699,-0.392601313,-0.576361437,-0.01892174,-0.172846206,-0.060050637,-0.471280788,-1.196436106,0.882617586,2.074817181,0.342039315,-0.515789256,0.511594105,0.646352149,-0.401043747,1.772886392,0.276241568,-1.212892576,-1.209400241,-0.920967264,0.443119799,0.994605706,1.21481995,1.287112574,-0.933087417,-0.373151522,-1.808386502,-1.65392415,0.853204874,-0.936489326,1.44603651,,0.602622814,0.732344912,0.410577841,-0.375906045,-0.304205756,-0.217075929,0.312539464,0.694880701,,-1.149193426,0.096972807,-0.850739277,-0.469438951,1.46323584,-0.214423175,0.110705111
VC2184 - pth - peptidyl-tRNA hydrolase,-0.746639207,-0.559833389,0.300797982,-0.857240495,0.652957228,-0.086545941,1.148467908,0.941133829,0.165652483,0.756328418,-0.506351548,1.434320971,0.897962752,0.42053675,-0.235785003,-0.617585276,0.923628657,0.140028643,-0.728175892,1.319968364,0.206532134,-1.259094935,-0.211911197,0.122775302,-0.31383765,0.563324887,0.128941355,-0.22761391,1.839021002,0.37780591,2.324625692,0.221516431,2.001149923,-1.262714239,-0.094013996,-0.594558883,0.209703059,-0.657538378,-1.662661677,-1.172436186,-1.072389858,-1.173949101,-0.401472195,-1.129133695,0.215115058,-1.460529729,-0.860590048,0.231095952,1.988520478,-0.369145529,1.041443945,-1.6229651,0.715038284,0.635739442,-0.365308461,-1.058723711,1.509200781,-0.615989231,-1.466913996,-0.773638197,-0.444516606,0.407145212,-0.03645218,0.122639923,0.145173709,0.653695421,0.223712323,1.905337585,1.167850243,0.448325338,-0.112353345,0.525975276,0.250629645,0.641037972,-0.851632796,-0.668034846,0.811510365,0.098692122,-0.753068263,1.044061047,1.126906692,-0.258491858,0.238857181,-0.175391886,-2.005302579,-2.288564637,0.442883779,-0.588457357,0.239983352,,-1.9930716,0.883344126,0.856098067,-1.107272545,-1.160872176,-7.010600628,0.728342838,0.244869693,,-0.836148175,1.150726714,-0.731560041,0.828714111,0.836495023,0.348462664,-1.347272242
VC2185 - ychF - GTP-binding protein,0.281229085,-1.041840655,-0.26324341,-1.03640475,-1.711942495,-0.920478988,0.328674977,0.427280544,0.611822815,2.189348925,-0.110936787,0.674667575,-0.759032429,0.067424779,0.777963178,0.719994015,1.471169325,0.343542511,-1.245047839,0.975338835,0.265500918,0.660804952,0.788817966,-0.246988055,0.760842745,-0.017263277,0.308631311,-0.18248015,0.319877037,-0.110420833,0.544327224,0.443204527,-0.164574483,-0.45073274,-1.974424179,-2.388629754,-0.582590727,-0.187355764,-0.127125618,-1.678813575,0.646159836,0.480778064,-0.474084974,0.973561052,-0.035599319,0.128375348,1.376269596,-0.401626112,1.467301421,0.508614763,-0.015333535,2.048454944,0.010522028,1.102387554,0.024590372,0.772122481,1.104944993,-0.305313669,-1.381735278,-0.935720092,-0.734812281,-0.311443403,0.587928467,-1.798127421,-1.196003115,-1.099466112,-1.060318971,0.807977988,-0.602508691,-0.178475013,1.197582885,0.233193281,-0.224643104,0.551899102,-1.055761702,-0.161664002,0.141648798,-0.274788842,-0.268512779,0.079068044,1.61146667,-0.915186527,-1.202033377,1.230065706,0.601044865,-0.797117263,0.786919814,1.144429901,0.40639073,,0.485546282,0.402942378,0.31232224,-1.370010505,0.504483504,0.162691152,-0.201835086,1.492041713,,-0.90358486,-0.079760046,-1.549599271,0.777830644,0.697566553,-0.854517394,-0.103514218
VC2186 - ukn - hypothetical protein,0.329930994,0.308796583,0.172152478,1.147545422,-0.1393503,-0.710840101,0.479067518,1.481045785,0.169534308,-0.541746866,0.066725883,-1.270587446,0.64702474,-0.706100834,-2.218213941,-1.293442547,-1.212263636,-0.782204653,0.579741002,-1.394194626,-0.246794402,-0.713214508,-1.717671495,-1.015672808,-0.162973621,-0.92920805,-1.184942853,-1.664359078,-1.21272581,-1.452861465,-1.042082542,0.78253723,-0.906925952,0.575098983,0.052819095,1.3128391,0.649198494,0.323797234,0.143361298,0.282611527,-0.566188972,-0.78334047,0.570655042,-0.539553423,2.376038596,1.135012478,-0.56516726,0.69123488,1.110281984,-0.252436115,2.356368961,0.523157225,-0.703235005,-0.82439535,1.682570894,2.810942578,0.271932617,-1.171977838,0.611412222,0.16774278,1.344631419,-0.078335803,0.57505993,-0.342978722,0.607397477,-0.116998613,-1.25627801,-0.294484536,0.077096428,1.163599636,0.35078275,-0.415770427,0.434118585,-0.793641776,1.979181088,0.06155653,0.125135081,0.200273394,2.762812414,0.171744418,-0.272218508,-1.500491489,1.41228658,0.696976762,0.14428787,0.819385935,-2.370201363,-0.395906287,0.416711786,,0.268886023,-1.879209605,-1.178967949,0.334917086,-0.394151336,0.719880487,-0.345764172,0.491597216,,0.78351559,-0.628855531,0.075509366,-0.091458089,-0.343970692,-0.198088532,-0.810833702
